,created,text,location,hashtags,locationcoor
0,2019-11-04 13:38:21,Ugh this happens to me all the time. I’m the worst I know. https://t.co/QXWELWX8MP,,[],"33.937,-94.654,10mi"
0,2019-11-04 15:09:26,Here is another awesome video from Queen  @RandomMnky 👑 but it good to see Dark side Mecha 😍 these fucking sjw's Re… https://t.co/jwng7dBrcp,,[],"31.682,-96.544,10mi"
1,2019-11-04 14:55:39,@PascoSheriff Fruit Loops!!,,[],"31.682,-96.544,10mi"
2,2019-11-04 14:26:59,I’d be lying if I didn’t  said I really miss my dawg,,[],"31.682,-96.544,10mi"
3,2019-11-04 04:54:38,i feel like i’m outta my mind,,[],"31.682,-96.544,10mi"
4,2019-11-04 03:57:51,@ThoughtsOfRally You don’t need them.,,[],"31.682,-96.544,10mi"
5,2019-11-04 03:54:52,@FoundLove_Blog Sorry for the loss of your furbaby 💔💔💔,,[],"31.682,-96.544,10mi"
0,2019-11-04 16:14:22,Succes make these niggas mad .,,[],"31.076,-93.022,10mi"
1,2019-11-04 05:37:11,"@TyHerndoncom thank goodness for your music, don’t know what I’d do without it",,[],"31.076,-93.022,10mi"
2,2019-11-04 03:39:12,i feel like nothing.,,[],"31.076,-93.022,10mi"
3,2019-11-04 03:24:31,damn i ain’t even see this one.. https://t.co/RCfeFm7Vyu,,[],"31.076,-93.022,10mi"
4,2019-11-04 03:23:25,SO EFFING TALENTED ✨✨ https://t.co/FzDdgZnoQQ,,[],"31.076,-93.022,10mi"
5,2019-11-04 03:04:38,Some things should just be left unsaid,,[],"31.076,-93.022,10mi"
6,2019-11-04 00:34:15,being single ain’t it,,[],"31.076,-93.022,10mi"
7,2019-11-04 00:32:02,"I slept some good lastnight , that liquor had me gone😭😭",,[],"31.076,-93.022,10mi"
8,2019-11-03 23:45:07,@HoustonRockets 🗑 come catch this work,,[],"31.076,-93.022,10mi"
9,2019-11-03 23:38:45,heat are a problem 🔥,,[],"31.076,-93.022,10mi"
10,2019-11-03 22:02:37,Factssss https://t.co/qjgUpHhPsQ,,[],"31.076,-93.022,10mi"
11,2019-11-03 21:12:47,I mind my business &amp; make my bread🤩,,[],"31.076,-93.022,10mi"
0,2019-11-03 20:07:08,"Benjamin Gutierrez @bengutierrez03 with a double to the left centerfield gap for PBA Stars 17U.

Deer Park (TX) 202… https://t.co/lYTP4QIS9c",,[],"31.173,-96.416,10mi"
1,2019-11-03 17:14:31,2021 Demontre Carr - Houston Warriors Baseball ⚾️ @warriorsbb @CoachCoop9 @coach_robbs7 https://t.co/6JZnm8wLmZ,,[],"31.173,-96.416,10mi"
2,2019-11-02 23:38:58,"@bengutierrez03 Benjamin Gutierrez with a solid shot to right during PBA Stars 17U win in Franklin.

Deer Park (TX)… https://t.co/AzLe4tIrlz",,[],"31.173,-96.416,10mi"
0,2019-11-03 21:46:50,"I'm at Mariscos El Fer in Las Arenitas, SIN https://t.co/xpI9nlWyMG https://t.co/DL2VU4cbu4","{'type': 'Point', 'coordinates': [24.36727, -107.532455]}",[],"24.354,-107.45,10mi"
0,2019-11-04 15:59:13,@TreyNKennedy we not supporting jimmy johns trophy hunting habits. https://t.co/BWPl97XW0c,,[],"37.585,-93.26,10mi"
1,2019-11-04 14:08:08,@BrysonLeftwich @EAMSdirt Why having family movie night with @KenzieLeah94 and I,,[],"37.585,-93.26,10mi"
2,2019-11-04 06:29:09,Way more bark than bite😂💯,,[],"37.585,-93.26,10mi"
3,2019-11-04 05:27:13,@cbirch15 @realDonaldTrump LOVE IT! https://t.co/wfBKQ1W0qT,,[],"37.585,-93.26,10mi"
4,2019-11-04 05:24:27,@JeffreyGuterman @itsJeffTiedrich @realDonaldTrump Me also! Mango Man is the biggest joke and disgrace IN HISTORY!… https://t.co/dMEL2dJ9Kn,,[],"37.585,-93.26,10mi"
5,2019-11-04 04:52:49,I’d be lying if i said I didn’t pray for you everyday. Never left my mind😔🥺,,[],"37.585,-93.26,10mi"
6,2019-11-03 22:31:27,"Can you recommend anyone for this job in #Bolivar, MO? https://t.co/PWDvxS1nFQ #branchbanking","{'type': 'Point', 'coordinates': [37.6144838, -93.4104749]}","[Hashtag(Text='Bolivar'), Hashtag(Text='branchbanking')]","37.585,-93.26,10mi"
0,2019-11-03 18:40:36,"B A H A M A S - D A Y T H R E E 🌊
•
•
•
#iSpeakStyleBlog #styleblogger #fashionblogger #blogger #style #fashion… https://t.co/IcrkZtWIif","{'type': 'Point', 'coordinates': [23.62140288, -75.91790007]}","[Hashtag(Text='iSpeakStyleBlog'), Hashtag(Text='styleblogger'), Hashtag(Text='fashionblogger'), Hashtag(Text='blogger'), Hashtag(Text='style'), Hashtag(Text='fashion')]","23.636,-75.963,10mi"
1,2019-11-01 17:53:00,"You’re the Fyre Festival to my Theranos 🔥💉
.
swipe ➡️ to compare .
.
.
#scammers #fraudsters #billymcfarland… https://t.co/Pis6xUwR47","{'type': 'Point', 'coordinates': [23.586121, -75.909153]}","[Hashtag(Text='scammers'), Hashtag(Text='fraudsters'), Hashtag(Text='billymcfarland')]","23.636,-75.963,10mi"
2,2019-11-01 16:16:34,"You’re the Fyre Festival to my Theranos 🔥💉
.
swipe ➡️ to compare 
.
.
.
#scammers #fraudsters #billymcfarland… https://t.co/jkVA3bAl4u","{'type': 'Point', 'coordinates': [23.586121, -75.909153]}","[Hashtag(Text='scammers'), Hashtag(Text='fraudsters'), Hashtag(Text='billymcfarland')]","23.636,-75.963,10mi"
3,2019-10-31 18:19:11,"#TBT #Honeymooning #PrincessCays @ Princess Cays, Bahamas https://t.co/wqlq4viVrs","{'type': 'Point', 'coordinates': [23.62140288, -75.91790007]}","[Hashtag(Text='TBT'), Hashtag(Text='Honeymooning'), Hashtag(Text='PrincessCays')]","23.636,-75.963,10mi"
4,2019-10-31 00:27:08,"Today was filled with fun &amp; adventure! 
.
.
.
.
.
#Bahamas #Exuma #GreatExuma #ExumaBahamas #Exumas #EmeraldBay… https://t.co/keqQvocyIw","{'type': 'Point', 'coordinates': [23.586121, -75.909153]}","[Hashtag(Text='Bahamas'), Hashtag(Text='Exuma'), Hashtag(Text='GreatExuma'), Hashtag(Text='ExumaBahamas'), Hashtag(Text='Exumas'), Hashtag(Text='EmeraldBay')]","23.636,-75.963,10mi"
0,2019-11-04 16:18:01,I really want some Taco Bell right now. Thanks @Tony_Rada,,[],"39.122,-86.042,10mi"
1,2019-11-04 16:13:50,"Last night in the hammock (will be staying with family and friends from here on in), dawn in the woods, and back on… https://t.co/rXeimyrwGd","{'type': 'Point', 'coordinates': [39.2025, -85.9198]}",[],"39.122,-86.042,10mi"
2,2019-11-04 15:45:45,"This job is now open at Bob Evans Restaurants in #Columbus, IN. Follow us and turn on mobile alerts to hear about j… https://t.co/vyeQARFJi4","{'type': 'Point', 'coordinates': [39.1997447, -85.9603143]}",[Hashtag(Text='Columbus')],"39.122,-86.042,10mi"
3,2019-11-04 15:18:24,@champwebdotnet I believe he respects the Indianapolis 500 for what it is. I could not think of a better owner to p… https://t.co/Nh898zpZ0Q,,[],"39.122,-86.042,10mi"
0,2019-11-04 16:22:35,"Wake Forest @ Clemson, 3:30pm ET on ABC or ESPN – network designation after the games of 11/9",,[],"34.753,-82.838,10mi"
1,2019-11-04 16:19:34,When are the liberal COUP members gonna be arrested. When is the FBI gonna start raiding people's homes associated… https://t.co/mvDD5VwtI3,,[],"34.753,-82.838,10mi"
2,2019-11-04 16:16:35,Rental property or just remodel &amp; sell a property?,,[],"34.753,-82.838,10mi"
3,2019-11-04 16:08:54,"Ironic as hell isn't it, that we know the IRS is bias against conservatives and 3 yrs ago we heard Trump had been u… https://t.co/efNspsaXRm",,[],"34.753,-82.838,10mi"
0,2019-11-04 16:11:10,We absolutely love SWAG monday!! Glad to be part of this awesome culture in the smokies!! #EmployerOfChoice… https://t.co/OrPa07T5wI,,[Hashtag(Text='EmployerOfChoice')],"35.857,-83.646,10mi"
1,2019-11-04 16:07:56,@LouisTheChild in Asheville &amp; @GanjaWhiteNight @jantsenmusic @boogietmusic @subdocta in Charlotte for my birthday.… https://t.co/ZK8qvcGMIH,,[],"35.857,-83.646,10mi"
2,2019-11-04 15:39:29,@Charlestonduck @CFBHome @NCAA Down 4 of their 5 top receivers too.,,[],"35.857,-83.646,10mi"
3,2019-11-04 15:31:12,"Dallas abortion center requests 'no lights, no sirens' ambulance for hemorrhaging woman https://t.co/nvoGn2j1QU #ChooseLife",,[Hashtag(Text='ChooseLife')],"35.857,-83.646,10mi"
4,2019-11-04 15:19:26,National conference teaches librarians how to sneak drag queens past parents | News | LifeSite https://t.co/OtI917GFu3 #STDepidemic,,[Hashtag(Text='STDepidemic')],"35.857,-83.646,10mi"
5,2019-11-04 15:04:20,Start your week off strong with #yummy #Piginablanket &amp; #CornedBeefHash 😋 only at @sawyers_farmhouse in… https://t.co/xLmhT4jVaa,,"[Hashtag(Text='yummy'), Hashtag(Text='Piginablanket'), Hashtag(Text='CornedBeefHash')]","35.857,-83.646,10mi"
6,2019-11-04 14:59:45,Gonna spend most of my birthday in my room ....... yay,,[],"35.857,-83.646,10mi"
7,2019-11-04 14:51:40,Awesome! I know it will be great! https://t.co/A78chyNfFz,,[],"35.857,-83.646,10mi"
8,2019-11-04 14:33:29,@VideoAdvocate Hope you feel better soon 💜,,[],"35.857,-83.646,10mi"
0,2019-11-03 13:16:36,"Sunsets on the front porch 🌄
Turpentine Creek Wildlife Refuge 🐅
Read the blog about it #linkinbio 
.
.
.… https://t.co/AfsXDLz31V","{'type': 'Point', 'coordinates': [36.3089431, -93.7538283]}",[Hashtag(Text='linkinbio')],"36.212,-93.731,10mi"
1,2019-11-03 09:47:49,The propagandist puppets in the msm deserve a time out for acting like a spoiled bunch of kids with TDS. constantly… https://t.co/jIpZyJhfj7,,[],"36.212,-93.731,10mi"
2,2019-11-03 01:36:23,"I'm at Lolos Mexican Grill in Huntsville, AR https://t.co/6qdaBTxEo7","{'type': 'Point', 'coordinates': [36.09207603, -93.74237585]}",[],"36.212,-93.731,10mi"
3,2019-11-02 13:16:56,Another great B.O.W. Weekend in the woods! #AGFCBOWNWA @ Ozark Natural Science Center https://t.co/K4J4jGWuog,"{'type': 'Point', 'coordinates': [36.2567682, -93.70391351]}",[Hashtag(Text='AGFCBOWNWA')],"36.212,-93.731,10mi"
4,2019-10-30 18:02:51,THEM #AftaChange$ Packages 📦 Just Landed 🔥🔥🏁🏁💪🏽💪🏽💪🏽 @jddaigotti @BOOSIEOFFICIAL 🙏🏽🙏🏽  new music coming soon too 🤫🤭… https://t.co/vITcsbcn7t,"{'type': 'Point', 'coordinates': [36.1525, -93.6811]}",[Hashtag(Text='AftaChange')],"36.212,-93.731,10mi"
0,2019-11-04 02:54:29,"Fall has fell and it is beautiful.
#GreeterFallsLoop @ Savage Gulf State Natural Area https://t.co/NotJrH8DmJ","{'type': 'Point', 'coordinates': [35.44627056, -85.65598019]}",[Hashtag(Text='GreeterFallsLoop')],"35.363,-85.687,10mi"
1,2019-11-04 02:22:29,"Great evening with great friends at The Caverns in Pelham, TN watching Big Head Todd and the Monsters. Amazing venu… https://t.co/dznazXod5Y","{'type': 'Point', 'coordinates': [35.3311554, -85.8260209]}",[],"35.363,-85.687,10mi"
2,2019-11-03 19:46:10,We are constantly surrounded by blessing in each moment!  Practicing gratitude and having an awareness of your bles… https://t.co/PH7QcrleIX,"{'type': 'Point', 'coordinates': [35.25207542, -85.74736897]}",[],"35.363,-85.687,10mi"
3,2019-11-03 01:00:37,"Out Of Reach But In Touch... 
#roadtosuccess #newchapter #life #blessings #IbelieveNmiracles #cdmg #thinkglobalent… https://t.co/FlqPSiRgWn","{'type': 'Point', 'coordinates': [35.3123, -85.88237]}","[Hashtag(Text='roadtosuccess'), Hashtag(Text='newchapter'), Hashtag(Text='life'), Hashtag(Text='blessings'), Hashtag(Text='IbelieveNmiracles'), Hashtag(Text='cdmg'), Hashtag(Text='thinkglobalent')]","35.363,-85.687,10mi"
4,2019-10-27 17:25:36,#STS9 IN A CAVE! @ The Caverns https://t.co/dSVcYUh01m,"{'type': 'Point', 'coordinates': [35.3311554, -85.8260209]}",[Hashtag(Text='STS9')],"35.363,-85.687,10mi"
5,2019-10-27 16:28:20,"What a night, what a venue, god I love this band so much. Thank you @STS9 for an unforgettable night of music. Can’… https://t.co/Z4zYHVs3H6",,[],"35.363,-85.687,10mi"
6,2019-10-27 10:29:40,Just doing bat things in a cave with my girlfriends. 🦇 #sts9 #batlife #pelhamcaverns @ The Caverns https://t.co/ElS5z09xBT,"{'type': 'Point', 'coordinates': [35.3311554, -85.8260209]}","[Hashtag(Text='sts9'), Hashtag(Text='batlife'), Hashtag(Text='pelhamcaverns')]","35.363,-85.687,10mi"
0,2019-11-04 15:20:12,girl are you the higgs boson because you’re adding unnecessary weight to my life,"{'type': 'Point', 'coordinates': [31.07915802, -83.47860977]}",[],"31.19,-83.331,10mi"
1,2019-11-04 13:22:14,Small #machined #parts or large #fabricated #parts. We are busy today producing for our customers. #boats… https://t.co/5sT5i51PDR,"{'type': 'Point', 'coordinates': [31.14286, -83.45874]}","[Hashtag(Text='machined'), Hashtag(Text='parts'), Hashtag(Text='fabricated'), Hashtag(Text='parts'), Hashtag(Text='boats')]","31.19,-83.331,10mi"
2,2019-11-04 01:20:04,you bitches quantum particles the way you pop in and out of my life,"{'type': 'Point', 'coordinates': [31.07912428, -83.47857155]}",[],"31.19,-83.331,10mi"
3,2019-11-04 00:53:09,@funder Her vote has hurt our country tremrndously.... the tax issue and kavanaugh...a despicable person,,[],"31.19,-83.331,10mi"
0,2019-11-04 16:04:11,this gem.. https://t.co/Y0bzcp59kA,,[],"34.896,-86.653,10mi"
1,2019-11-04 15:54:46,"If you’re looking for a career where action never stops and possibilities are endless, consider your next opportuni… https://t.co/755ZvzvHJ9","{'type': 'Point', 'coordinates': [34.7715438, -86.5962]}",[],"34.896,-86.653,10mi"
2,2019-11-04 15:36:34,"We're hiring! Read about our latest job opening here: Principal Software Engineer - https://t.co/TuZdg6n8zC #IT #Huntsville, AL","{'type': 'Point', 'coordinates': [34.7624294, -86.6913222]}","[Hashtag(Text='IT'), Hashtag(Text='Huntsville')]","34.896,-86.653,10mi"
3,2019-11-04 15:31:43,"Lowe's is looking for teammates like you. See our latest #Retail job openings, including ""Customer Service Associat… https://t.co/4jBiMvdlw2","{'type': 'Point', 'coordinates': [34.7730294, -86.5876996]}",[Hashtag(Text='Retail')],"34.896,-86.653,10mi"
4,2019-11-04 15:25:40,“i want a nigga that eat like a Q ! “ https://t.co/SH5tNrcG1d,,[],"34.896,-86.653,10mi"
5,2019-11-04 15:21:54,Pastor Richard Gaines Blessed Us On Yesterday! It Was Great Being With He &amp; Lady Gaines. #TFOFChurch… https://t.co/zpHjgkyzZe,"{'type': 'Point', 'coordinates': [34.77434184, -86.58564856]}",[Hashtag(Text='TFOFChurch')],"34.896,-86.653,10mi"
6,2019-11-04 15:03:21,Laying shingles @Buckhorn_High Much better work conditions than a 110* day in August. #learningtodo #doingtolearn https://t.co/BE3gqSrRaE,,"[Hashtag(Text='learningtodo'), Hashtag(Text='doingtolearn')]","34.896,-86.653,10mi"
7,2019-11-04 14:51:09,"We're hiring! Click to apply: Senior Program Control Analyst - https://t.co/rWtouARyRG #Huntsville, AL #BusinessMgmt","{'type': 'Point', 'coordinates': [34.7624294, -86.6913222]}","[Hashtag(Text='Huntsville'), Hashtag(Text='BusinessMgmt')]","34.896,-86.653,10mi"
8,2019-11-04 14:44:08,"If you're looking for work in Huntsville, AL, check out this #SupplyChain job via the link in our bio: Senior Subco… https://t.co/aYfDu6EncD","{'type': 'Point', 'coordinates': [34.7624294, -86.6913222]}",[Hashtag(Text='SupplyChain')],"34.896,-86.653,10mi"
9,2019-11-04 14:17:08,OUC Christian Crusaders Pathfinder Induction this past Sabbath! We are extremely proud of our newest inductees to o… https://t.co/n2vyfb8cPw,"{'type': 'Point', 'coordinates': [34.75302644, -86.65079488]}",[],"34.896,-86.653,10mi"
10,2019-11-04 13:34:02,"Tennessee Elite
18U Seal Team

Sunday
11/10/2019 - 10:00 AM
Tennessee Elite vs
Bandits NC National
Sequoia Park Fie… https://t.co/NoPQkVe3VP",,[],"34.896,-86.653,10mi"
11,2019-11-04 13:34:02,"Tennessee Elite
18U Seal Team

Saturday
11/9/2019 - 2:00 PM
Tennessee Elite vs
Texas Glory - Farrel
Sequoia Park Fi… https://t.co/8u0jQGkgdV",,[],"34.896,-86.653,10mi"
12,2019-11-04 13:34:01,"On to Atlanta next weekend for the Veterans Tribute Showcase.  Here’s our schedule.  Come check us out! 

Tennessee… https://t.co/IvrllYGyqb",,[],"34.896,-86.653,10mi"
13,2019-11-04 09:11:07,The last week had been big for Cash Money Historians https://t.co/6kYa4pekN1,,[],"34.896,-86.653,10mi"
0,2019-11-03 13:24:03,"I helped try a case against J&amp;J last year which resulted in a hung jury.  I tend to agree with my colleague, Carmen… https://t.co/HdKyk772NP",,[],"33.67,-80.827,10mi"
1,2019-11-03 14:35:54,Focusing on a desired result steals the joy of the present moment.,,[],"33.67,-80.827,10mi"
2,2019-11-02 18:44:49,"One opportunity at a time. ⚓️

#RTI | #AnchorDown https://t.co/icHDnTLTA7",,"[Hashtag(Text='RTI'), Hashtag(Text='AnchorDown')]","33.67,-80.827,10mi"
3,2019-11-04 16:28:41,@_itsTheWife Mernin,,[],"33.67,-80.827,10mi"
4,2019-11-04 16:28:34,I cannot stop watching this because I know this is EXACTLY how Willie feels. 😂😂😂😂😂 https://t.co/7soUqQT8c3,,[],"33.67,-80.827,10mi"
5,2019-11-04 16:27:50,"@xoxomrsdixon I’m eating all this stuff for you and @heyyyitsemz 💕💕 
If I could, I’d send some to you lol",,[],"33.67,-80.827,10mi"
6,2019-11-04 16:27:40,@Jesus_porvida Good luck! I am praying for y’all. God will lead y’all.,,[],"33.67,-80.827,10mi"
7,2019-11-04 16:26:58,It’s time to sign up!   Come out to Georgia and check it out https://t.co/AySMlrzXLd,,[],"33.67,-80.827,10mi"
8,2019-11-04 16:26:47,@VexKing That's Awesome Wisdom Brother! Keep It Up! #VexKing #Wisdom,,"[Hashtag(Text='VexKing'), Hashtag(Text='Wisdom')]","33.67,-80.827,10mi"
9,2019-11-04 16:26:37,Your image can’t be more important than you.,,[],"33.67,-80.827,10mi"
10,2019-11-04 16:26:34,@CoffingThomas You do kill these gifs tho tbh,,[],"33.67,-80.827,10mi"
11,2019-11-04 16:25:51,I need my nails done 🙄,,[],"33.67,-80.827,10mi"
12,2019-11-04 16:25:45,Have numbness my new song,,[],"33.67,-80.827,10mi"
13,2019-11-04 16:25:37,@Evanhockey14 @MPY_DAWG @BassinDawg Correct. We did “still” run up the middle a lot. Those hard earned two and thre… https://t.co/uprRVuEEl0,,[],"33.67,-80.827,10mi"
14,2019-11-04 16:25:15,If this happens the level of salt is going to be at an all time high. @RobSoundsGood wants to fight me just for pos… https://t.co/mZi3RKMGCI,,[],"33.67,-80.827,10mi"
15,2019-11-04 16:24:53,@BobLonsberry The first recorded use of the term “baby boomer” was in 1963. It’s used to describe those born betwee… https://t.co/Go3Z9OdTuG,,[],"33.67,-80.827,10mi"
16,2019-11-04 16:24:50,Bigger than basketball. https://t.co/OyKmlo7JWt,,[],"33.67,-80.827,10mi"
17,2019-11-04 16:24:49,@UniversalORL Hold on to those balloons and party hats! My birthday is next week ... and so is my next #UOAP jaunt… https://t.co/kv0mKfOMa6,,[Hashtag(Text='UOAP')],"33.67,-80.827,10mi"
18,2019-11-04 16:24:45,Day 53 of 180- Ss watching the Veldt and they will be comparing it tomorrow for their Due Now to the text version f… https://t.co/jrvUzkhb6J,,[],"33.67,-80.827,10mi"
19,2019-11-04 16:24:21,@xoxomrsdixon It’s so annoying too like NC is so easy to transfer to. But why is SC so damn difficult,,[],"33.67,-80.827,10mi"
20,2019-11-04 16:24:06,😂😂 y’all this girl gomn but me too 😭 https://t.co/iQbG0qSbFv,,[],"33.67,-80.827,10mi"
21,2019-11-04 16:23:49,"@Midwood49 @CindyKendrick11 I think that's healthy. I do too. I'm no prude, but even the level of swearing can get on my nerves sometimes.",,[],"33.67,-80.827,10mi"
22,2019-11-04 16:23:45,I AM ABOUT TO ENGORGE MYSELF WITH BOJANGLES,,[],"33.67,-80.827,10mi"
23,2019-11-04 16:23:14,@Fantasticojones Tellin ya ni u got the wrong nigga 😭😂,,[],"33.67,-80.827,10mi"
24,2019-11-04 16:22:15,@legallymayaa Now I’m even more mad. Can they edit them?,,[],"33.67,-80.827,10mi"
25,2019-11-04 16:22:04,@Jesus_porvida I dear friend of mine adopted two beautiful baby boys 11 years ago. They adopted them from an orphan… https://t.co/BYxbHsuVEc,,[],"33.67,-80.827,10mi"
26,2019-11-04 16:21:33,I got $5 in my CashApp who wants it?,,[],"33.67,-80.827,10mi"
27,2019-11-04 16:21:31,@mitchraider60 Thank you for your service 🇺🇸❤🇺🇸,,[],"33.67,-80.827,10mi"
28,2019-11-04 16:20:54,UPS better not skip my house because I live in a rural area and I have deliveries on back to back days. I ordered dog food.,,[],"33.67,-80.827,10mi"
29,2019-11-04 16:20:49,I have yet too get the “What you want for christmas” question,,[],"33.67,-80.827,10mi"
30,2019-11-04 16:20:26,Gotta eat the coochie and do this at the same time https://t.co/vD3GW0pOaz,,[],"33.67,-80.827,10mi"
31,2019-11-04 16:20:18,@StoxMan1 @AntoinetteChig1 @realDonaldTrump Only watch Sat night on @FoxNews. @JesseBWatters @GregGutfeldShow… https://t.co/JzG9cao7G6,,[],"33.67,-80.827,10mi"
32,2019-11-04 16:19:23,"I got my #flushot so I can snuggle my nieces &amp; nephews &amp; friends’ kids over the holidays, and because teaching the… https://t.co/oNGzYlMbVt",,[Hashtag(Text='flushot')],"33.67,-80.827,10mi"
33,2019-11-04 16:19:16,Should I start a Detailing YouTube channel on tips and tricks for car care and satisfying detailing videos?,,[],"33.67,-80.827,10mi"
34,2019-11-04 16:18:14,These Tesla’s are fast as fuck!!!!,,[],"33.67,-80.827,10mi"
35,2019-11-04 16:18:14,@eklassb @TexansCap We just need an actual GM in place for those type of moves to happen.,,[],"33.67,-80.827,10mi"
36,2019-11-04 16:17:46,@eklassb @TexansCap Man he feels replaceable now that DW4 has Stills and utilizes the TEs and Duke in the passing g… https://t.co/3QR4E3ItB3,,[],"33.67,-80.827,10mi"
37,2019-11-04 16:17:31,"Congratulations to Dr. Amerson for her leadership as Chair of the  6th Global  Learning Summit: ""Inclusion &amp; Transf… https://t.co/koSQMjzKbm",,[],"33.67,-80.827,10mi"
38,2019-11-04 16:17:19,@kchristieward @deadmeatjames the OG’s know 😂,,[],"33.67,-80.827,10mi"
39,2019-11-04 16:17:12,@nellenahg Well not going in I call it the lick slurp rub the clit combo so you right,,[],"33.67,-80.827,10mi"
40,2019-11-04 16:16:45,@xoxomrsdixon I might. I just gotta transfer my license which is apparently a pain in the ass out here haha,,[],"33.67,-80.827,10mi"
41,2019-11-04 16:16:33,@lukeethornhill @ianxcarlos Storm and Kitty’s relationship is actually one of my fav in all comics. I also loved Ki… https://t.co/EiIAwtkAEV,,[],"33.67,-80.827,10mi"
42,2019-11-04 16:16:15,"you kept me around
cause it was easier than looking for someone else as a fallback 
no heart inside, you wasted thi… https://t.co/FtAJsYrCt2",,[],"33.67,-80.827,10mi"
43,2019-11-04 16:15:36,@imjust2brazy @deethompson_2 Lmao had to watch the shit again just to hear how light his footsteps were,,[],"33.67,-80.827,10mi"
44,2019-11-04 16:15:35,"Seal of Biliteracy @ Westwood HS, Blythewood SC.  @WHS_Redhawks https://t.co/fwSKQ4KcKT",,[],"33.67,-80.827,10mi"
45,2019-11-04 16:15:15,That stomach tuck shit is nasty man. I ab hate it. https://t.co/Y3aMNNyNVA,,[],"33.67,-80.827,10mi"
46,2019-11-04 16:15:08,@864gordo Right lol it’s a two way street,,[],"33.67,-80.827,10mi"
47,2019-11-04 16:15:01,"@RICKXJAMES22 but ofc, if someone you know had their “job stolen” send them my way!! there’s many job opportunities… https://t.co/sgOva7Vc72",,[],"33.67,-80.827,10mi"
48,2019-11-04 16:14:18,"@FoxNews if we wanted to hear ""Hate Trump, Impeach him, etc"" we WOULDN'T BE WATCHING your channel.
Since you've DEC… https://t.co/POIPgPTgrx",,[],"33.67,-80.827,10mi"
49,2019-11-04 16:14:17,2️⃣2️⃣9️⃣❗️ Stamped 💯 https://t.co/ysrCZFQMBi,,[],"33.67,-80.827,10mi"
50,2019-11-04 16:14:11,@RICKXJAMES22 not a kid🥰 but just offering since it seemed you were very desperate for a job... i mean otherwise wh… https://t.co/CngnCSO2jR,,[],"33.67,-80.827,10mi"
51,2019-11-04 16:14:03,"@eklassb @TexansCap They just traded a 3rd for him, if they don’t pay him I’ll be very frustrated",,[],"33.67,-80.827,10mi"
52,2019-11-04 16:14:00,"@MPY_DAWG @BassinDawg At the risk of being redundant, that whoever was, is, and has been Coley. One of the many dif… https://t.co/6gU4QOrVr0",,[],"33.67,-80.827,10mi"
53,2019-11-04 16:13:10,This is literally cody. https://t.co/POYTu3EjaW,,[],"33.67,-80.827,10mi"
54,2019-11-04 16:12:31,@nellenahg 🤘🏾 it go in buffum  depends but ima mind my business,,[],"33.67,-80.827,10mi"
55,2019-11-04 16:12:13,Well when you put it THAT way... https://t.co/8MEGO6YDLe,,[],"33.67,-80.827,10mi"
56,2019-11-04 16:12:06,@SimplyPut_Lex It is!! A slow BUCKET,,[],"33.67,-80.827,10mi"
57,2019-11-04 16:11:48,@DHenderson31 Talk to Duce about you last night! Said you are doing well brother! Keep it up proud of you ✊🏾,,[],"33.67,-80.827,10mi"
58,2019-11-04 16:11:18,@RitchDaRuler Torry Holt,,[],"33.67,-80.827,10mi"
59,2019-11-04 16:11:13,If you gone be a run tell that make sure you tell your part you played,,[],"33.67,-80.827,10mi"
60,2019-11-04 16:11:08,Happy Monday. Buy Babe’s Content. 😜,,[],"33.67,-80.827,10mi"
61,2019-11-04 16:10:24,I always have to rebuild shit that I ain’t tear down by myself,,[],"33.67,-80.827,10mi"
62,2019-11-04 16:10:24,They are cooking for me tonight 🙌🏻 https://t.co/ZJkb6ApCHd https://t.co/Znu97bDaAI,,[],"33.67,-80.827,10mi"
63,2019-11-04 16:10:23,@JohnCulliver True bro,,[],"33.67,-80.827,10mi"
64,2019-11-04 16:10:10,SURPRISED TO SEE ME NIGGA!!!,,[],"33.67,-80.827,10mi"
65,2019-11-04 16:09:50,@ETolbertSpeaks Fsu job is a round hole...Leach is a parallelogram.,,[],"33.67,-80.827,10mi"
66,2019-11-04 16:08:48,Me running away from all my problems in life https://t.co/Gt8APpZFUC,,[],"33.67,-80.827,10mi"
67,2019-11-04 16:08:08,Awwww I love that https://t.co/BCZEoSMLSk,,[],"33.67,-80.827,10mi"
68,2019-11-04 16:08:01,"Plz go to https://t.co/VT121XWHY3
Click the far right Tab, ANALYZE,enter your handle. You'll be surprised to find o… https://t.co/UZm9kbHPXr",,[],"33.67,-80.827,10mi"
69,2019-11-04 16:07:32,These bitches already got eye problems🙄,,[],"33.67,-80.827,10mi"
70,2019-11-04 16:07:24,Cause if they did it once they’ll do it again 😌‼️ https://t.co/akv5HVyam9,,[],"33.67,-80.827,10mi"
71,2019-11-04 16:06:46,THANK YOU!! https://t.co/AoXlwvOVMT,,[],"33.67,-80.827,10mi"
0,2019-11-04 15:58:39,✌🏾Become ☝🏾 https://t.co/n8zmVuxwSK,,[],"30.946,-84.703,10mi"
1,2019-11-04 14:05:39,Proud of these two this weekend! Great two days of fishing and lots of fun being the boat captain on Saturday. Than… https://t.co/0wnRLb0EWN,"{'type': 'Point', 'coordinates': [30.90186914, -84.59047189]}",[],"30.946,-84.703,10mi"
2,2019-11-04 13:58:28,"@ClayTravis When ""Keeping It Real"" goes wrong.",,[],"30.946,-84.703,10mi"
